,ID,City,Country,Latitude,Temperature (F),Cloudiness (%),Humidity (%),Wind Speed (MPH)
46,2171069,Colac,AU,-38.34,63.70160000000004,64,72,4.943641492785863
48,1490256,Talnakh,RU,69.49,-12.213400000000036,80,76,23.845800141672985
49,1006984,East London,ZA,-33.02,70.58660000000003,64,100,13.44402053015522
50,541344,Krasnyy Yar,RU,50.7,-1.8634000000000128,20,82,13.555867622752185
52,934322,Mahebourg,MU,-20.41,79.54160000000007,88,87,10.424149030037158
53,1002145,George,ZA,-33.96,62.599999999999966,80,100,2.2369418519393043
54,219057,Binga,CD,0.52,62.80159999999995,56,98,2.3711583630556627
55,6096551,Pangnirtung,CA,66.15,28.399999999999977,90,79,11.408403444890453
56,1266731,Khilchipur,IN,24.05,57.94160000000005,0,94,2.594852548249593
57,64814,Bandarbeyla,SO,9.49,76.07660000000004,0,100,4.943641492785863
58,751335,Bafra,TR,41.57,36.97159999999997,92,100,5.502876955770689
59,522260,Nikel,RU,69.41,27.971599999999967,92,89,4.3844060298010366
60,504576,Protvino,RU,54.87,0.476600000000019,44,74,13.44402053015522
61,1082243,Ambilobe,MG,-13.19,71.89159999999998,32,100,1.0289932518920801
62,1152227,Mae Chan,TH,20.15,52.13659999999999,0,86,1.7000758074738713
63,6165406,Thompson,CA,55.74,24.956600000000037,88,80,4.160711844607106
64,3471451,Arraial do Cabo,BR,-22.97,78.28160000000008,68,94,4.943641492785863
65,4741752,Wichita Falls,US,33.91,69.99799999999999,75,88,11.408403444890453
66,2036283,Kuandian,CN,40.73,14.606600000000014,0,69,12.661090881976463
67,3386213,Touros,BR,-5.2,80.26159999999999,80,88,10.64784321523109
68,2084442,Vanimo,PG,-2.67,79.85660000000001,88,100,5.279182770576758
69,6255012,Flinders,AU,-34.58,73.69160000000005,0,73,5.726571140964619
71,3985168,San Patricio,MX,19.22,78.80000000000001,20,74,11.408403444890453
74,2334008,Kontagora,NG,10.4,77.56159999999994,8,29,7.963512992903924
75,1282256,Hithadhoo,MV,-0.6,84.13159999999999,92,100,7.739818807709994
76,3466165,Cidreira,BR,-30.17,73.78160000000008,44,89,8.187207178097854
77,935215,Saint-Philippe,RE,-21.36,77.97200000000004,0,73,8.052990666981495
78,80509,Bardiyah,LY,31.76,59.606600000000014,0,99,13.779561807946115
79,3698304,Chimbote,PE,-9.08,69.32660000000004,0,85,5.726571140964619
81,3037253,Arcachon,FR,44.65,46.826599999999985,76,99,11.207078678215915
82,2381334,Atar,MR,20.52,54.92659999999995,0,50,3.2659351038313846
83,2332515,Lafia,NG,8.5,75.98660000000001,8,76,14.674338548721837
84,3393692,Itarema,BR,-2.92,77.47159999999991,24,91,7.516124622516063
85,2017155,Saskylakh,RU,71.97,-27.46840000000003,20,42,12.213702511588602
87,241131,Victoria,SC,-4.62,82.39999999999992,100,78,6.934519741011844
88,3652764,Puerto Ayora,EC,-0.74,79.22660000000002,68,100,4.943641492785863
90,2063036,Port Lincoln,AU,-34.72,68.11160000000001,0,83,11.766314141200741
91,1503037,Kodinsk,RU,58.6,-10.998400000000004,48,72,2.594852548249593
92,6185377,Yellowknife,CA,62.45,-5.643400000000042,0,70,3.042240918637454
94,1788268,Shishou,CN,29.72,52.09160000000003,0,91,8.410901363291785
95,2092164,Lorengau,PG,-2.02,83.14159999999998,68,100,1.8119229000708366
96,3573197,Hamilton,BM,32.3,65.05159999999995,92,100,9.193831011470543
98,2059470,Victor Harbor,AU,-35.55,67.52659999999997,8,74,10.088607752246263
100,2013986,Ust-Barguzin,RU,53.41,-18.513400000000047,24,74,3.37778219642835
101,2400578,Fougamou,GA,-1.22,70.0016,8,95,2.3711583630556627
103,489868,Spas-Demensk,RU,54.41,1.1065999999999576,44,71,11.207078678215915
104,3420846,Qaqortoq,GL,60.72,46.39999999999998,8,39,4.697577889072539
105,2074865,Carnarvon,AU,-24.87,78.46160000000003,12,94,8.97013682627661
107,5924351,Clyde River,CA,70.47,6.7999999999999545,75,84,6.934519741011844
109,3653015,Santo Domingo,EC,-2.48,78.91159999999996,68,82,3.489629289025315
111,1067565,Beloha,MG,-25.17,75.98660000000001,64,94,9.976760659649297
114,1685422,Sulangan,PH,11.14,81.43160000000006,48,100,11.766314141200741
115,1242110,Kalmunai,LK,7.42,74.41159999999996,88,98,3.37778219642835
116,2335727,Kaduna,NG,10.52,68.92159999999996,12,44,4.719947307591933
117,4387496,Fulton,US,38.85,59.61200000000002,90,87,8.052990666981495
118,5972291,Havre-Saint-Pierre,CA,50.23,21.199999999999932,75,79,3.3554127779089566
120,3374346,Ponta do Sol,CV,17.2,69.10160000000002,0,100,6.285806603949445
121,3383570,Marienburg,SR,5.88,80.59999999999997,40,65,9.171461592951147
123,1817240,Baiyin,CN,36.55,20.456600000000037,36,67,2.3711583630556627
124,3361934,Saldanha,ZA,-33.01,60.82159999999993,0,93,14.338797270930941
126,1737714,Limbang,MY,4.75,76.88659999999999,32,100,3.1540880112344194
127,1018725,Bloemfontein,ZA,-29.12,70.90159999999997,92,42,4.943641492785863
128,2270380,Camara de Lobos,PT,32.63,64.15159999999997,76,96,44.09012390172369
129,60019,Eyl,SO,7.98,71.30660000000006,44,100,7.068736252128202
130,400742,Kandara,KE,-0.9,62.75659999999999,24,91,2.035617085264767
131,3116224,Monzon,ES,41.91,37.376599999999996,92,89,4.943641492785863
132,1507638,Chunoyar,RU,57.45,-14.148399999999981,8,62,3.2659351038313846
133,3421765,Nanortalik,GL,60.14,33.77659999999997,32,96,31.898790808654482
134,2017215,Sangar,RU,63.92,-27.10839999999996,36,41,2.8185467334435237
136,608270,Shubarshi,KZ,48.59,5.876599999999996,8,73,10.759690307828054
138,3448552,Sao Luiz Gonzaga,BR,-28.41,69.50659999999999,92,98,7.292430437322133
139,3150261,Kirkenaer,NO,60.46,-1.3233999999999924,0,69,2.483005455652628
141,2963295,Killybegs,IE,54.63,30.13160000000005,0,100,18.70083388221258
142,1847947,Shingu,JP,33.72,58.1216,0,94,31.339555345669655
143,2337765,Shaki,NG,7.9,72.07159999999993,24,85,9.976760659649297
146,2270385,Camacha,PT,33.08,63.97159999999991,68,95,46.103371568469065
148,6620339,Karratha,AU,-20.74,80.30660000000006,32,72,4.943641492785863
149,6166142,Thunder Bay,CA,48.41,33.799999999999955,5,50,10.2899325189208
150,3837056,San Luis,AR,-33.3,71.44160000000005,24,69,5.502876955770689
152,3470709,Barra do Garcas,BR,-15.89,78.50659999999999,20,79,4.160711844607106
153,2157698,Mildura,AU,-34.18,69.23660000000001,0,55,12.213702511588602
155,2033128,Zhenlai,CN,45.84,4.841600000000028,0,77,10.759690307828054
157,3533462,Acapulco,MX,16.86,81.92659999999995,0,58,9.753066474455368
158,145952,Ypsonas,CY,34.69,41.876599999999996,0,99,3.9370176594131756
159,6540785,Castrovillari,IT,39.82,32.47159999999997,100,96,3.1540880112344194
160,3933104,Pangoa,PE,-12.12,68.29160000000007,0,96,1.588228714876906
163,1865309,Katsuura,JP,33.93,50.47159999999997,0,73,22.615482123106368
164,5951036,Fairview,CA,56.07,26.599999999999966,20,58,4.697577889072539
165,5954718,Flin Flon,CA,54.77,26.576599999999985,8,64,7.516124622516063
166,296173,Yuksekova,TR,37.57,35.599999999999966,0,69,6.934519741011844
167,3372783,Ponta Delgada,PT,37.73,57.626599999999996,92,100,15.680962382094524
170,5955826,Fort Frances,CA,48.61,39.19999999999993,20,32,4.719947307591933
171,2629833,Husavik,IS,66.04,31.999999999999943,90,100,9.171461592951147
172,3985710,Cabo San Lucas,MX,22.89,69.19160000000005,44,100,9.976760659649297
174,3456412,Muzambinho,BR,-21.37,72.97159999999991,68,83,2.594852548249593
175,3869716,Tocopilla,CL,-22.09,63.65660000000008,20,97,7.068736252128202
176,1283285,Jumla,NP,29.28,25.22660000000002,0,92,2.2593112704586975
177,3653967,Muisne,EC,0.61,77.60660000000001,76,75,7.516124622516063
178,2012646,Zarubino,RU,42.65,30.3116,92,98,1.4763816222799409
179,3662927,Pauini,BR,-7.71,79.72159999999991,0,86,3.6014763816222803
180,1831112,Kampot,KH,10.62,74.59160000000003,80,95,3.6014763816222803
181,3664980,Boa Vista,BR,2.82,87.23660000000001,88,55,2.3711583630556627
182,236950,Obo,CF,5.39,68.29160000000007,20,93,7.851665900306958
183,2022572,Khatanga,RU,71.98,-8.478400000000022,80,64,8.74644264108268
185,3355672,Luderitz,NA,-26.65,62.599999999999966,0,88,12.750568556054036
186,933562,Khudumelapye,BW,-23.91,65.14159999999998,8,88,3.1540880112344194
187,4234969,Cahokia,US,38.57,55.65199999999999,90,93,5.816048815042191
191,1812728,Dingzhou,CN,38.51,25.8116,12,35,9.305678104067507
192,3381041,Mana,GF,5.67,77.02159999999998,24,75,4.272558937204072
193,1278058,Babina,IN,25.24,62.48660000000001,68,84,2.483005455652628
195,2033536,Yakeshi,CN,49.28,1.3765999999999963,44,83,8.634595548485715
196,3374218,Santa Maria,CV,16.6,67.1216,0,99,8.07536008550089
198,3357247,Gobabis,NA,-22.45,76.99999999999994,0,50,3.3554127779089566
199,334700,Hirna,ET,9.22,48.76159999999999,0,85,0.6934519741011844
200,2158767,Mareeba,AU,-16.99,76.70660000000004,92,97,4.272558937204072
201,1786764,Yichang,CN,30.77,48.491600000000005,100,99,3.6014763816222803
202,6145425,Shaunavon,CA,49.65,24.281600000000026,0,72,6.062112418755515
203,286621,Salalah,OM,17.01,71.59999999999997,0,78,3.3554127779089566
204,2267254,Lagoa,PT,37.14,55.8716,92,99,19.819304808182235
206,257122,Methoni,GR,36.82,53.57660000000004,0,100,13.779561807946115
207,523392,Naryan-Mar,RU,67.67,22.39160000000004,32,80,18.477139697018654
209,6690296,Saint-Joseph,RE,-21.37,77.98999999999995,0,73,8.052990666981495
210,1640044,Kijang,ID,0.9,80.35160000000002,100,94,12.213702511588602
211,64013,Bosaso,SO,11.28,74.77159999999998,0,100,2.1474641778617323
215,5946820,Edson,CA,53.59,35.599999999999966,1,29,5.816048815042191
216,609906,Fort-Shevchenko,KZ,44.51,34.09160000000003,44,100,15.680962382094524
217,3454818,Pato Branco,BR,-26.23,67.1216,88,97,2.7066996408465585
220,3081430,Wolow,PL,51.34,11.006600000000049,36,66,8.187207178097854
222,1274761,Chandbali,IN,20.77,72.38659999999999,0,100,6.845042066934272
223,502265,Mirnyy,RU,56.57,-2.1784000000000106,48,72,9.976760659649297
224,5919850,Chapais,CA,49.78,24.799999999999955,1,73,6.934519741011844
225,3517970,Pochutla,MX,15.74,80.57660000000004,0,96,9.753066474455368
226,3003796,Le Havre,FR,49.49,26.576599999999985,92,72,23.51025886388209
227,962367,Richards Bay,ZA,-28.77,69.77659999999997,0,89,8.187207178097854
228,1337619,Ugoofaaru,MV,5.67,82.51159999999999,92,100,14.674338548721837
229,527321,Mezen,RU,65.85,22.4366,92,84,8.858289733679646
230,3868626,Valparaiso,CL,-33.04,64.39999999999992,20,72,10.2899325189208
231,3347353,Menongue,AO,-14.66,67.39159999999998,68,66,2.7066996408465585
232,2164422,Griffith,AU,-34.29,74.18659999999994,0,48,11.31892577081288
233,3193161,Pljevlja,ME,43.36,-3.5733999999999924,8,78,1.9237699926678018
234,2027042,Batagay-Alyta,RU,67.8,-11.223400000000026,48,68,2.3711583630556627
237,5096699,Clifton,US,40.86,59.64799999999997,1,62,6.397653696546411
238,1056899,Sambava,MG,-14.27,80.89159999999998,80,100,16.91128040066114
239,6320062,Vila Velha,BR,-3.71,80.1266,80,100,8.634595548485715
241,2036075,Lingyuan,CN,41.24,15.05660000000006,0,46,14.562491456124873
242,5983720,Iqaluit,CA,63.75,24.799999999999955,90,85,11.408403444890453
243,3420768,Qasigiannguit,GL,68.82,10.399999999999977,20,60,1.1184709259696521
246,3899695,Ancud,CL,-41.87,58.93160000000006,92,96,3.9370176594131756
249,3450144,Santa Luzia,BR,-19.77,70.22660000000002,64,92,0.13421651111635827
250,5222866,Jamestown,US,41.5,47.660000000000025,1,70,11.408403444890453
251,1235846,Matara,LK,5.95,76.1216,0,100,6.397653696546411
253,3374336,Porto Novo,CV,17.02,68.20160000000004,0,100,5.726571140964619
254,2618795,Klaksvik,FO,62.23,35.171599999999955,56,100,8.97013682627661
255,779622,Havoysund,NO,71.0,29.456600000000037,92,100,5.614724048367654
256,3832899,Viedma,AR,-40.81,74.63659999999999,0,45,10.64784321523109
258,1528998,Yumen,CN,40.29,33.01159999999999,48,77,15.680962382094524
259,6078112,Moose Jaw,CA,50.4,31.730000000000018,5,59,11.408403444890453
260,6167817,Torbay,CA,47.66,30.536599999999964,88,96,10.87153740042502
263,1524302,Ereymentau,KZ,51.62,5.921599999999955,32,79,10.64784321523109
265,2071860,Esperance,AU,-33.86,68.47159999999991,0,64,14.115103085737012
266,5991055,Kenora,CA,49.76,29.96599999999995,75,40,10.2899325189208
268,905846,Mpika,ZM,-11.84,61.63159999999999,92,97,5.391029863173723
269,3173878,Marostica,IT,45.75,19.871599999999944,76,90,2.930393826040489
270,2013727,Vanavara,RU,60.35,-21.213400000000036,24,60,2.7066996408465585
271,3521972,Panaba,MX,21.28,83.63659999999999,0,42,8.74644264108268
272,1498920,Mezhdurechensk,RU,53.69,8.351600000000019,92,82,2.594852548249593
273,6355222,Yulara,AU,-25.24,79.9916,0,28,11.878161233797707
274,1516048,Hovd,MN,48.01,21.671599999999955,8,62,12.661090881976463
275,1278201,Atmakur,IN,15.88,60.23660000000001,0,74,2.7066996408465585
276,3402429,Caucaia,BR,-3.73,80.1266,80,100,8.634595548485715
277,3354071,Oranjemund,NA,-28.55,63.38659999999999,92,95,16.463892030273282
278,3573061,Saint George,BM,32.38,65.05159999999995,92,100,9.193831011470543
279,2266974,Lourical,PT,40.0,56.59160000000003,88,94,23.845800141672985
280,4557109,Chambersburg,US,39.94,61.321999999999946,1,34,13.869039482023688
281,761652,Polaniec,PL,50.43,5.156600000000026,48,84,3.8251705668162104
282,478050,Ust-Kulom,RU,61.69,11.726600000000019,76,76,10.088607752246263
283,2063039,Port Keats,AU,-14.25,87.05660000000006,0,86,7.963512992903924
285,3380290,Sinnamary,GF,5.38,78.68659999999994,88,98,8.74644264108268
287,116402,Semnan,IR,35.58,51.799999999999955,75,53,4.697577889072539
288,4272782,Hays,US,38.88,47.93000000000001,90,65,19.461394111871947
289,535839,Leshukonskoye,RU,64.9,16.586599999999976,92,82,8.07536008550089
290,2018735,Nyurba,RU,63.29,-19.638400000000047,48,84,2.8185467334435237
291,2035601,Nenjiang,CN,49.17,7.451599999999985,64,74,13.66771471534915
292,1582886,Dong Hoi,VN,17.48,71.1266,92,99,0.8052990666981495
293,1489656,Teya,RU,60.37,-21.258399999999995,0,60,2.483005455652628
294,3452216,Prudentopolis,BR,-25.21,64.96160000000003,48,98,2.3711583630556627
295,2511180,Santa Cruz de la Palma,ES,28.68,66.08660000000003,100,95,29.10261349373035
297,7671223,Kloulklubed,PW,7.04,78.76399999999995,75,83,5.816048815042191
299,1862505,Hirara,JP,24.8,69.19160000000005,0,100,19.03637516000348
303,1786538,Yining,CN,29.04,43.001599999999996,0,83,2.3711583630556627
305,3115824,Muros,ES,42.77,51.281600000000026,92,99,7.963512992903924
306,3449121,Sao Francisco de Paula,BR,-29.45,66.80660000000006,48,91,2.7066996408465585
308,2508813,Adrar,DZ,27.87,66.31159999999994,0,34,9.753066474455368
309,2012956,Yerbogachen,RU,61.28,-19.1884,32,81,2.7066996408465585
311,1014034,Carnarvon,ZA,-30.97,60.55159999999995,0,39,3.8251705668162104
312,2122614,Okha,RU,53.59,1.736599999999953,20,90,3.37778219642835
313,2027276,Babushkin,RU,51.72,-5.328399999999988,36,75,4.719947307591933
314,548982,Khvalynsk,RU,52.5,-3.7083999999999833,12,78,6.062112418755515
316,1804979,Juegang,CN,32.31,46.961599999999976,44,91,14.338797270930941
317,564022,Duvan,RU,55.69,-12.798400000000015,0,59,3.713323474219245
318,1337605,Mahibadhoo,MV,3.78,81.38659999999999,56,100,13.22032634496129
319,900056,Nyimba,ZM,-14.56,68.47159999999991,92,100,3.2659351038313846
321,3621607,Santa Cruz,CR,10.26,83.68160000000006,0,47,10.759690307828054
322,4004293,Ixtapa,MX,20.71,76.99999999999994,5,69,12.750568556054036
323,2126123,Chokurdakh,RU,70.62,-14.41840000000002,80,66,9.41752519666447
324,1273294,Dwarka,IN,28.58,61.001599999999996,24,89,2.594852548249593
325,474931,Verkhniy Landekh,RU,56.84,-15.273399999999981,44,46,2.930393826040489
328,4436743,Moss Point,US,30.41,77.63000000000005,20,73,12.750568556054036
329,3421193,Paamiut,GL,61.99,35.981600000000014,92,79,36.14898032733916
330,1783956,Yatou,CN,33.81,32.42660000000001,80,100,1.8119229000708366
333,4174715,Tallahassee,US,30.44,75.68599999999998,75,73,8.052990666981495
334,3128760,Barcelona,ES,41.38,52.81159999999994,100,100,14.003255993140046
335,1516589,Zhezkazgan,KZ,47.8,15.281600000000026,36,88,7.292430437322133
336,5468773,Gallup,US,35.53,42.799999999999955,1,38,13.869039482023688
337,2013279,Vostok,RU,46.45,20.231600000000014,88,73,6.17395951135248
338,3372472,Vila Franca do Campo,PT,37.72,57.58160000000004,92,100,15.904656567288454
339,1735799,Sri Aman,MY,1.24,74.63659999999999,80,97,3.042240918637454
340,5992144,Kincardine,CA,44.18,33.191599999999994,0,92,7.739818807709994
342,2396853,Omboue,GA,-1.57,80.6216,56,100,9.193831011470543
343,3133472,Hellvik,NO,59.92,0.16159999999996444,0,100,2.7066996408465585
344,4011873,Doctor Arroyo,MX,23.67,80.26159999999999,24,31,3.37778219642835
345,933117,Sebina,BW,-20.83,64.51159999999999,56,89,13.555867622752185
347,1280037,Shache,CN,38.42,27.701599999999985,0,69,2.7066996408465585
348,462008,Zubtsov,RU,56.17,-2.1784000000000106,56,72,11.766314141200741
350,3460516,Itupeva,BR,-23.15,68.78659999999996,8,83,6.397653696546411
351,1859908,Kashiwazaki,JP,37.37,53.08160000000004,48,83,5.95026532615855
352,2439376,Tahoua,NE,14.89,67.52659999999997,0,26,9.976760659649297
353,877401,Songea,TZ,-10.68,68.11160000000001,92,97,2.3711583630556627
355,3792379,Santa Rosa del Sur,CO,7.96,75.98660000000001,32,90,2.594852548249593
357,3454005,Piacabucu,BR,-10.41,78.10160000000002,92,84,9.6412193818584
360,1729564,Bacolod,PH,10.68,78.95660000000004,8,82,4.943641492785863
363,895953,Zambezi,ZM,-13.55,64.60160000000002,92,99,11.09523158561895
364,3418910,Upernavik,GL,72.79,13.031600000000026,76,92,4.160711844607106
365,1738050,Miri,MY,4.41,75.6266,68,99,3.37778219642835
366,3522013,Nuevo Progreso,MX,17.14,85.84160000000003,0,52,6.397653696546411
367,2447513,Arlit,NE,18.74,64.55660000000006,0,29,6.9568891595312365
368,3526766,Isla Aguada,MX,18.78,87.80000000000001,5,48,18.342923185902293
369,1283679,Banepa,NP,27.63,48.086599999999976,56,80,2.3711583630556627
370,3465010,Cunha,BR,-23.08,67.03160000000008,76,95,2.594852548249593
371,2219235,Awbari,LY,26.59,45.836599999999976,0,54,3.6014763816222803
372,2446796,Bilma,NE,18.69,63.161599999999964,0,24,9.6412193818584
373,539817,Kudymkar,RU,59.01,2.1416000000000395,48,68,9.193831011470543
376,1106643,Quatre Cocos,MU,-20.21,79.54160000000007,88,87,10.424149030037158
377,3578441,Saint-Francois,GP,16.25,75.98660000000001,0,100,11.766314141200741
378,3443061,Chuy,UY,-33.69,68.47159999999991,24,92,8.187207178097854
379,2015306,Tiksi,RU,71.64,-35.5684,20,67,4.831794400188898
381,1691194,Sadsadan,PH,16.9,69.91159999999996,0,87,3.042240918637454
382,3146487,Raudeberg,NO,61.99,6.371599999999944,0,100,3.1540880112344194
383,1254832,Tawang,IN,27.58,32.02159999999998,8,65,1.4763816222799409
385,3840300,Presidencia Roque Saenz Pena,AR,-26.79,77.78659999999996,56,77,2.930393826040489
386,704885,Korostyshiv,UA,50.32,10.151599999999974,88,87,13.108479252364324
387,1180729,Dalbandin,PK,28.9,54.61160000000001,68,90,2.594852548249593
392,3572189,High Rock,BS,26.63,72.79160000000007,68,100,13.66771471534915
393,512618,Paranga,RU,56.7,-13.8784,32,64,2.930393826040489
394,5768244,Rapid Valley,US,44.06,35.04199999999997,1,32,4.697577889072539
396,2156643,Mount Gambier,AU,-37.83,64.55660000000006,88,70,4.719947307591933
397,1516905,Taraz,KZ,42.89,39.19999999999993,90,100,2.2369418519393043
398,1712961,Gigmoto,PH,13.78,78.46160000000003,76,100,10.088607752246263
399,1246294,Galle,LK,6.04,76.1216,0,100,6.397653696546411
400,6138501,Saint-Augustin,CA,45.63,36.87800000000004,90,99,8.052990666981495
401,5889745,Hauterive,CA,49.18,26.599999999999966,90,73,11.408403444890453
402,1791636,Weinan,CN,34.5,42.50660000000005,88,63,6.733194974337306
403,3500957,La Romana,DO,18.43,73.2416,68,75,6.733194974337306
404,1835848,Seoul,KR,37.57,31.4366,0,91,14.562491456124873
405,3456368,Navirai,BR,-23.07,75.85160000000002,24,93,2.7066996408465585
406,6171332,Two Hills,CA,53.71,24.64160000000004,0,94,5.279182770576758
407,1489779,Kaz,RU,53.11,9.43160000000006,92,80,2.594852548249593
408,1628884,Sampit,ID,-2.54,72.34160000000003,92,100,7.068736252128202
409,1498087,Nadym,RU,65.53,-1.0083999999999946,80,79,20.825928641554924
411,3838233,Salta,AR,-24.79,63.62600000000003,90,88,4.697577889072539
413,3374083,Bathsheba,BB,13.22,77.11160000000001,20,100,13.779561807946115
414,1650233,Banjar,ID,-7.37,71.08160000000004,8,92,2.594852548249593
415,3448455,Sao Miguel do Araguaia,BR,-13.28,76.39159999999998,0,90,2.7066996408465585
418,3981460,Coahuayana,MX,18.62,83.63659999999999,0,28,2.930393826040489
420,3372745,Rabo de Peixe,PT,37.8,57.626599999999996,92,100,15.680962382094524
421,1627877,Sembakung,ID,3.82,75.31159999999994,68,99,2.8185467334435237
422,4285268,Bowling Green,US,36.99,57.632000000000005,90,93,11.408403444890453
425,3137469,Sorland,NO,67.67,35.08160000000004,76,100,17.023127493258105
426,1510377,Belyy Yar,RU,53.6,2.0516000000000076,88,85,3.37778219642835
427,3576994,Cockburn Town,TC,21.46,74.95160000000004,0,100,12.213702511588602
428,1264976,Leh,IN,34.16,4.976600000000019,88,86,1.4763816222799409
432,876177,Luau,AO,-10.71,64.06159999999994,88,100,3.713323474219245
433,5973108,Hearst,CA,49.69,19.691599999999994,20,75,5.726571140964619
434,1052373,Beira,MZ,-19.84,78.95660000000004,92,89,10.535996122634124
437,6119448,Renfrew,CA,45.47,39.58160000000004,92,99,5.391029863173723
438,2527089,Tiznit,MA,29.7,60.55159999999995,92,93,21.944399567524577
440,3401148,Cururupu,BR,-1.82,77.33660000000003,44,93,3.8251705668162104
441,1511846,Oktyabrskoye,RU,56.73,-5.643400000000042,56,84,6.9568891595312365
442,485206,Syntul,RU,55.0,-5.058400000000006,0,69,8.07536008550089
444,4020109,Atuona,PF,-9.8,81.52159999999998,8,100,17.6942100488399
445,2026696,Bikin,RU,46.82,22.97660000000002,88,79,7.292430437322133
446,1640972,Katobu,ID,-4.94,75.98660000000001,92,100,4.160711844607106
447,1633419,Padang,ID,-0.92,80.71160000000003,76,100,0.8052990666981495
448,3461888,Guarapari,BR,-20.67,79.9916,32,92,18.70083388221258
450,2077963,Albany,AU,-35.02,61.90159999999997,0,82,5.391029863173723
452,1640902,Kawalu,ID,-7.38,66.35660000000001,12,91,2.3711583630556627
453,133595,Gerash,IR,27.67,48.19999999999993,12,100,3.6014763816222803
454,1805733,Jinchang,CN,38.52,18.341600000000028,12,60,3.8251705668162104
455,3347853,Longonjo,AO,-12.91,62.57660000000004,12,77,4.943641492785863
456,2311127,Tshela,CD,-4.99,70.22660000000002,92,97,2.594852548249593
457,1735902,Sibu,MY,2.29,77.78659999999996,20,96,3.6014763816222803
458,978895,Margate,ZA,-30.86,73.2416,48,91,15.233574011706663
459,2067089,Maningrida,AU,-12.05,86.20160000000004,20,81,8.634595548485715
460,3419842,Sisimiut,GL,66.94,1.9615999999999758,36,59,3.6014763816222803
461,2013921,Ust-Kuyga,RU,70.0,-19.278399999999976,68,82,4.160711844607106
462,1636022,Martapura,ID,-3.41,76.66159999999996,80,100,4.160711844607106
464,3373652,Oistins,BB,13.07,77.11160000000001,20,100,13.779561807946115
465,500886,Rtishchevo,RU,52.26,0.07159999999998945,56,75,12.101855418991637
466,1726449,Basco,PH,20.45,76.93160000000006,80,100,7.516124622516063
